,location,price-boroughwise,property_type,review_scores_rating,listing_id
7221,Lambeth,cheap,room,83.0,7382060.0
7225,Lambeth,cheap,room,92.0,7385585.0
7227,Lambeth,average,small,97.0,7386099.0
7232,Lambeth,very_cheap,room,97.0,7390685.0
7238,Lambeth,average,room,93.0,7393181.0
7241,Lambeth,very_expensive,large,100.0,7395422.0
7248,Lambeth,very_expensive,large,94.0,7408042.0
7257,Lambeth,expensive,small,98.0,7414262.0
7261,Lambeth,cheap,room,80.0,7415950.0
7279,Lambeth,very_cheap,room,96.0,7434790.0
7301,Lambeth,cheap,room,100.0,7456690.0
7309,Lambeth,average,room,96.0,7469286.0
7310,Lambeth,very_expensive,large,98.0,7470569.0
7313,Lambeth,cheap,small,83.0,7473329.0
7323,Lambeth,expensive,small,70.0,7488460.0
7329,Lambeth,very_expensive,large,95.0,7494202.0
7335,Lambeth,very_expensive,large,95.0,7499166.0
7336,Lambeth,very_expensive,large,98.0,7499653.0
7383,Lambeth,cheap,room,100.0,7541336.0
7384,Lambeth,cheap,room,98.0,7541508.0
7391,Lambeth,cheap,room,91.0,7547993.0
7397,Lambeth,expensive,large,100.0,7554028.0
7407,Lambeth,cheap,small,85.0,7557328.0
7409,Lambeth,average,small,97.0,7557846.0
7412,Lambeth,average,room,96.0,7559990.0
7435,Lambeth,cheap,room,98.0,7574250.0
7439,Lambeth,expensive,large,97.0,7579611.0
7453,Lambeth,cheap,small,96.0,7592447.0
7469,Lambeth,very_expensive,large,93.0,7600939.0
7478,Lambeth,expensive,small,98.0,7606723.0
7487,Lambeth,cheap,room,97.0,7611888.0
7489,Lambeth,very_cheap,room,97.0,7613234.0
7493,Lambeth,average,small,85.0,7615230.0
7507,Lambeth,average,room,95.0,7627724.0
7508,Lambeth,average,room,85.0,7628268.0
7527,Lambeth,expensive,small,98.0,7648670.0
7541,Lambeth,very_cheap,room,100.0,7663702.0
7571,Lambeth,average,room,97.0,7705130.0
7600,Lambeth,expensive,small,95.0,7728554.0
7604,Lambeth,cheap,room,93.0,7733740.0
7636,Lambeth,expensive,small,96.0,7758109.0
7638,Lambeth,cheap,room,80.0,7759184.0
7639,Lambeth,cheap,room,81.0,7759234.0
7640,Lambeth,average,room,80.0,7759273.0
7654,Lambeth,very_expensive,large,97.0,7768745.0
7686,Lambeth,expensive,small,100.0,7805143.0
7689,Lambeth,expensive,small,94.0,7813013.0
7694,Lambeth,very_expensive,large,100.0,7815981.0
7724,Lambeth,very_cheap,room,90.0,7847003.0
7730,Lambeth,very_cheap,room,97.0,7848776.0
7744,Lambeth,very_cheap,room,96.0,7858503.0
7776,Lambeth,cheap,room,81.0,7890715.0
7783,Lambeth,expensive,small,98.0,7897474.0
7807,Lambeth,very_cheap,room,93.0,7927453.0
7811,Lambeth,expensive,large,99.0,7928538.0
7815,Lambeth,cheap,room,90.0,7934568.0
7842,Lambeth,cheap,room,98.0,7949776.0
7847,Lambeth,very_expensive,large,93.0,7951313.0
7849,Lambeth,average,large,85.0,7951962.0
7893,Lambeth,expensive,small,93.0,8013069.0
7896,Lambeth,very_expensive,small,98.0,8015121.0
7922,Lambeth,average,small,100.0,8042401.0
7925,Lambeth,average,small,97.0,8046627.0
7941,Lambeth,very_cheap,room,99.0,8067452.0
7952,Lambeth,very_cheap,room,95.0,8081111.0
7979,Lambeth,very_cheap,room,100.0,8122780.0
8024,Lambeth,very_expensive,large,98.0,8168806.0
8027,Lambeth,average,room,96.0,8169293.0
8036,Lambeth,very_expensive,large,98.0,8177328.0
8040,Lambeth,average,large,93.0,8183572.0
8052,Lambeth,average,small,80.0,8197821.0
8062,Lambeth,very_cheap,room,95.0,8206083.0
8063,Lambeth,expensive,small,87.0,8207950.0
8074,Lambeth,very_cheap,room,93.0,8217594.0
8123,Lambeth,expensive,small,100.0,8290937.0
8127,Lambeth,average,room,98.0,8298123.0
8130,Lambeth,very_expensive,small,93.0,8303082.0
8132,Lambeth,expensive,room,94.0,8303869.0
8145,Lambeth,very_cheap,room,93.0,8320098.0
8165,Lambeth,very_expensive,room,100.0,8336541.0
8172,Lambeth,average,large,100.0,8347440.0
8186,Lambeth,expensive,small,98.0,8361899.0
8218,Lambeth,expensive,small,92.0,8382489.0
8237,Lambeth,cheap,room,97.0,8396056.0
8283,Lambeth,very_cheap,room,98.0,8454419.0
8318,Lambeth,very_cheap,room,97.0,8499384.0
8322,Lambeth,very_expensive,large,98.0,8503668.0
8329,Lambeth,very_expensive,large,97.0,8511038.0
8347,Lambeth,average,room,92.0,8528101.0
8379,Lambeth,very_expensive,large,91.0,8566809.0
8381,Lambeth,cheap,room,94.0,8567390.0
8391,Lambeth,average,room,99.0,8577909.0
8408,Lambeth,expensive,large,87.0,8592350.0
8434,Lambeth,average,room,91.0,8625378.0
8454,Lambeth,expensive,large,95.0,8651994.0
8466,Lambeth,very_cheap,room,100.0,8663628.0
8487,Lambeth,average,room,92.0,8695733.0
8494,Lambeth,very_cheap,room,100.0,8706518.0
8498,Lambeth,expensive,large,94.0,8711801.0
8513,Lambeth,cheap,room,89.0,8727728.0
8516,Lambeth,cheap,room,98.0,8728789.0
8519,Lambeth,very_cheap,room,97.0,8729384.0
8527,Lambeth,expensive,large,87.0,8750137.0
8543,Lambeth,average,room,90.0,8772832.0
8547,Lambeth,cheap,room,79.0,8777839.0
8552,Lambeth,cheap,room,81.0,8780629.0
8554,Lambeth,cheap,room,76.0,8781531.0
8564,Lambeth,expensive,small,95.0,8801103.0
8567,Lambeth,cheap,room,98.0,8805567.0
8568,Lambeth,cheap,room,93.0,8806061.0
8603,Lambeth,expensive,small,99.0,8843942.0
8607,Lambeth,expensive,large,90.0,8845440.0
8627,Lambeth,expensive,small,92.0,8874111.0
8644,Lambeth,expensive,large,98.0,8886525.0
8648,Lambeth,average,room,99.0,8895875.0
8651,Lambeth,expensive,small,97.0,8897896.0
8656,Lambeth,average,room,93.0,8902048.0
8681,Lambeth,expensive,small,97.0,8946212.0
8689,Lambeth,very_expensive,large,99.0,8955682.0
8728,Lambeth,very_cheap,room,98.0,8989885.0
8737,Lambeth,cheap,room,85.0,9001627.0
8752,Lambeth,very_expensive,large,93.0,9011055.0
8770,Lambeth,average,large,96.0,9037999.0
8824,Lambeth,very_cheap,room,80.0,9103246.0
8836,Lambeth,expensive,small,99.0,9109306.0
8845,Lambeth,very_cheap,room,79.0,9116140.0
8846,Lambeth,very_cheap,room,100.0,9121307.0
8850,Lambeth,very_cheap,room,85.0,9122882.0
8854,Lambeth,very_expensive,small,85.0,9125800.0
8877,Lambeth,very_cheap,room,89.0,9144423.0
8884,Lambeth,average,room,98.0,9152364.0
8887,Lambeth,expensive,large,94.0,9154797.0
8960,Lambeth,cheap,room,96.0,9249756.0
8961,Lambeth,cheap,room,99.0,9249979.0
8988,Lambeth,very_cheap,room,83.0,9280636.0
9029,Lambeth,expensive,small,100.0,9325846.0
9035,Lambeth,cheap,room,100.0,9336518.0
9037,Lambeth,expensive,room,95.0,9338816.0
9059,Lambeth,expensive,large,98.0,9358669.0
9071,Lambeth,expensive,large,93.0,9368314.0
9077,Lambeth,very_cheap,small,96.0,9378356.0
9101,Lambeth,average,small,88.0,9404957.0
9121,Lambeth,average,small,88.0,9432483.0
9124,Lambeth,expensive,small,91.0,9442641.0
9153,Lambeth,cheap,room,90.0,9475348.0
9179,Lambeth,expensive,large,90.0,9500998.0
9188,Lambeth,very_expensive,large,97.0,9507080.0
9190,Lambeth,average,room,93.0,9508199.0
9201,Lambeth,cheap,room,97.0,9522180.0
9206,Lambeth,very_expensive,large,87.0,9531630.0
9210,Lambeth,expensive,room,100.0,9537720.0
9221,Lambeth,very_expensive,large,89.0,9541314.0
9264,Lambeth,average,small,98.0,9592188.0
9265,Lambeth,average,small,98.0,9593383.0
9284,Lambeth,expensive,small,86.0,9606685.0
9313,Lambeth,very_cheap,room,93.0,9641409.0
9353,Lambeth,average,small,97.0,9692038.0
9363,Lambeth,cheap,small,93.0,9702769.0
9380,Lambeth,average,room,100.0,9712219.0
9395,Lambeth,cheap,room,98.0,9724006.0
9411,Lambeth,cheap,large,89.0,9733856.0
9438,Lambeth,cheap,room,99.0,9766266.0
9490,Lambeth,average,room,96.0,9822179.0
9509,Lambeth,very_cheap,room,100.0,9841989.0
9524,Lambeth,cheap,room,93.0,9858591.0
9530,Lambeth,expensive,small,91.0,9860778.0
9559,Lambeth,expensive,small,93.0,9892619.0
9609,Lambeth,cheap,room,87.0,9951654.0
9631,Lambeth,average,room,83.0,9973188.0
9640,Lambeth,very_expensive,small,93.0,9983824.0
9673,Lambeth,very_cheap,room,100.0,10036988.0
9689,Lambeth,very_cheap,room,90.0,10052001.0
9735,Lambeth,average,small,90.0,10118813.0
9738,Lambeth,very_expensive,large,100.0,10123472.0
9756,Lambeth,very_expensive,large,96.0,10146851.0
9760,Lambeth,very_expensive,large,100.0,10149626.0
9768,Lambeth,average,room,99.0,10161128.0
9792,Lambeth,cheap,small,98.0,10245161.0
9803,Lambeth,expensive,large,95.0,10267469.0
9823,Lambeth,very_cheap,room,92.0,10293188.0
9826,Lambeth,cheap,room,96.0,10295371.0
9842,Lambeth,cheap,room,95.0,10336564.0
9868,Lambeth,cheap,room,99.0,10396078.0
9891,Lambeth,average,large,91.0,10433973.0
9906,Lambeth,average,room,98.0,10469208.0
9935,Lambeth,cheap,room,96.0,10537798.0
9938,Lambeth,expensive,large,95.0,10540750.0
9942,Lambeth,cheap,room,94.0,10546640.0
9960,Lambeth,average,small,90.0,10587731.0
9998,Lambeth,very_cheap,room,94.0,10642949.0
10014,Lambeth,cheap,room,97.0,10663357.0
10042,Lambeth,very_cheap,room,93.0,10706762.0
10054,Lambeth,very_cheap,large,95.0,10725563.0
10120,Lambeth,cheap,room,100.0,10820505.0
10140,Lambeth,very_expensive,large,94.0,10838390.0
10146,Lambeth,expensive,large,98.0,10846860.0
10155,Lambeth,very_cheap,room,95.0,10870435.0
10177,Lambeth,very_expensive,large,100.0,10899042.0
10180,Lambeth,very_expensive,large,100.0,10899590.0
10183,Lambeth,very_expensive,large,80.0,10914507.0
10209,Lambeth,expensive,small,85.0,10948768.0
10215,Lambeth,very_cheap,room,93.0,10955112.0
10217,Lambeth,average,room,98.0,10960821.0
10219,Lambeth,cheap,large,95.0,10961520.0
10224,Lambeth,very_expensive,large,97.0,10977087.0
10230,Lambeth,very_cheap,room,98.0,10982355.0
10238,Lambeth,very_cheap,room,100.0,10985886.0
10245,Lambeth,very_expensive,large,99.0,10988132.0
10264,Lambeth,average,small,88.0,11015554.0
10271,Lambeth,average,room,98.0,11025842.0
10301,Lambeth,very_cheap,room,95.0,11073814.0
10312,Lambeth,expensive,small,96.0,11086949.0
10327,Lambeth,expensive,small,95.0,11109402.0
10373,Lambeth,expensive,large,98.0,11160804.0
10375,Lambeth,average,small,92.0,11164989.0
10396,Lambeth,expensive,small,96.0,11185741.0
10405,Lambeth,very_expensive,room,66.0,11192316.0
10408,Lambeth,very_expensive,large,99.0,11196788.0
10416,Lambeth,average,small,94.0,11202953.0
10435,Lambeth,very_cheap,room,97.0,11233042.0
10457,Lambeth,very_expensive,large,100.0,11253113.0
10464,Lambeth,very_expensive,large,99.0,11261123.0
10508,Lambeth,very_expensive,large,100.0,11309828.0
10511,Lambeth,average,small,100.0,11311174.0
10535,Lambeth,very_cheap,room,94.0,11340222.0
10541,Lambeth,average,small,92.0,11351636.0
10564,Lambeth,average,small,99.0,11374050.0
10569,Lambeth,cheap,large,94.0,11376983.0
10573,Lambeth,cheap,room,100.0,11387261.0
10580,Lambeth,average,small,98.0,11392403.0
10581,Lambeth,cheap,room,96.0,11394007.0
10600,Lambeth,very_cheap,room,95.0,11426209.0
10620,Lambeth,expensive,small,95.0,11453308.0
10621,Lambeth,very_expensive,large,99.0,11453440.0
10640,Lambeth,expensive,room,96.0,11474672.0
10664,Lambeth,average,small,100.0,11512057.0
10676,Lambeth,average,large,93.0,11527203.0
10694,Lambeth,very_expensive,large,93.0,11548857.0
10715,Lambeth,average,small,87.0,11578355.0
10731,Lambeth,very_expensive,large,95.0,11596496.0
10745,Lambeth,cheap,room,87.0,11616530.0
10754,Lambeth,cheap,room,95.0,11624817.0
10764,Lambeth,very_cheap,room,93.0,11634511.0
10766,Lambeth,average,small,88.0,11636401.0
10770,Lambeth,very_cheap,room,77.0,11639604.0
10803,Lambeth,average,small,89.0,11667931.0
10827,Lambeth,cheap,room,97.0,11697213.0
10853,Lambeth,expensive,small,85.0,11733440.0
10859,Lambeth,average,room,73.0,11737324.0
10860,Lambeth,average,small,97.0,11737637.0
10861,Lambeth,average,room,97.0,11739839.0
10864,Lambeth,expensive,small,93.0,11746386.0
10881,Lambeth,expensive,large,89.0,11753676.0
10894,Lambeth,very_expensive,large,98.0,11766418.0
10905,Lambeth,very_expensive,large,99.0,11784725.0
10910,Lambeth,very_cheap,room,87.0,11791134.0
10913,Lambeth,expensive,small,100.0,11796531.0
10915,Lambeth,very_expensive,room,80.0,11798687.0
10934,Lambeth,cheap,room,100.0,11826666.0
10955,Lambeth,expensive,small,90.0,11858562.0
10974,Lambeth,average,room,98.0,11881851.0
10982,Lambeth,cheap,room,100.0,11895463.0
11051,Lambeth,expensive,small,98.0,11972276.0
11055,Lambeth,average,small,98.0,11981168.0
11061,Lambeth,expensive,large,90.0,11988123.0
11064,Lambeth,average,small,98.0,11991056.0
11076,Lambeth,cheap,small,96.0,12004105.0
11090,Lambeth,very_cheap,room,95.0,12018003.0
11168,Lambeth,very_expensive,large,100.0,12106254.0
11170,Lambeth,expensive,small,96.0,12110106.0
11174,Lambeth,very_cheap,room,99.0,12118466.0
11179,Lambeth,very_expensive,small,90.0,12120704.0
11218,Lambeth,expensive,large,84.0,12162903.0
11237,Lambeth,average,small,85.0,12179636.0
11246,Lambeth,cheap,room,95.0,12193549.0
11261,Lambeth,very_cheap,room,98.0,12201222.0
11269,Lambeth,average,large,96.0,12215874.0
11283,Lambeth,very_expensive,large,85.0,12230359.0
11293,Lambeth,average,room,99.0,12255427.0
11295,Lambeth,very_expensive,large,99.0,12255884.0
11329,Lambeth,very_expensive,large,96.0,12303220.0
11336,Lambeth,expensive,small,87.0,12308615.0
11349,Lambeth,average,large,95.0,12323196.0
11351,Lambeth,very_cheap,room,95.0,12323805.0
11360,Lambeth,very_cheap,room,98.0,12330810.0
11363,Lambeth,average,room,94.0,12332990.0
11368,Lambeth,average,room,98.0,12337310.0
11390,Lambeth,very_cheap,room,95.0,12358304.0
11392,Lambeth,cheap,room,99.0,12360566.0
11411,Lambeth,cheap,room,98.0,12394542.0
11417,Lambeth,cheap,room,94.0,12399394.0
11422,Lambeth,very_cheap,room,98.0,12401729.0
11447,Lambeth,expensive,room,93.0,12443383.0
11450,Lambeth,very_cheap,room,94.0,12444228.0
11455,Lambeth,average,small,93.0,12451540.0
11470,Lambeth,very_expensive,large,100.0,12464328.0
11484,Lambeth,expensive,small,96.0,12483839.0
11506,Lambeth,very_expensive,large,97.0,12503258.0
11509,Lambeth,very_expensive,large,100.0,12506430.0
11510,Lambeth,very_cheap,room,100.0,12507391.0
11580,Lambeth,expensive,large,94.0,12579981.0
11604,Lambeth,expensive,large,100.0,12602261.0
11625,Lambeth,average,room,97.0,12643298.0
11660,Lambeth,average,small,94.0,12691654.0
11700,Lambeth,expensive,small,98.0,12758619.0
11712,Lambeth,cheap,room,96.0,12779296.0
11716,Lambeth,very_expensive,large,92.0,12781793.0
11736,Lambeth,cheap,room,90.0,12806805.0
11740,Lambeth,average,large,96.0,12809602.0
11754,Lambeth,expensive,large,100.0,12823394.0
11769,Lambeth,cheap,room,92.0,12847599.0
11780,Lambeth,cheap,room,95.0,12854527.0
11811,Lambeth,cheap,room,93.0,12877944.0
11813,Lambeth,expensive,small,96.0,12878389.0
11822,Lambeth,very_expensive,small,100.0,12883195.0
11839,Lambeth,very_expensive,large,100.0,12901249.0
11843,Lambeth,cheap,room,96.0,12904103.0
11874,Lambeth,cheap,room,96.0,12935377.0
11886,Lambeth,average,small,97.0,12941708.0
11892,Lambeth,expensive,small,92.0,12945652.0
11955,Lambeth,cheap,room,97.0,12998304.0
11961,Lambeth,average,small,94.0,13003303.0
11971,Lambeth,expensive,large,79.0,13013421.0
11983,Lambeth,cheap,room,85.0,13025905.0
11984,Lambeth,very_cheap,room,88.0,13026008.0
12000,Lambeth,expensive,large,96.0,13041542.0
12010,Lambeth,average,room,97.0,13048726.0
12039,Lambeth,cheap,room,96.0,13069114.0
12044,Lambeth,cheap,room,100.0,13071512.0
12048,Lambeth,very_expensive,large,91.0,13073827.0
12055,Lambeth,very_expensive,large,98.0,13080829.0
12057,Lambeth,cheap,room,87.0,13085314.0
12075,Lambeth,average,small,96.0,13103278.0
12092,Lambeth,cheap,room,91.0,13119907.0
12093,Lambeth,cheap,room,96.0,13120366.0
12094,Lambeth,cheap,room,92.0,13120786.0
12096,Lambeth,cheap,room,91.0,13121302.0
12133,Lambeth,cheap,room,91.0,13138814.0
12148,Lambeth,average,small,91.0,13156636.0
12222,Lambeth,average,large,100.0,13214107.0
12229,Lambeth,cheap,room,97.0,13218693.0
12301,Lambeth,cheap,room,94.0,13276037.0
12320,Lambeth,average,large,95.0,13289540.0
12326,Lambeth,very_cheap,room,98.0,13294159.0
12330,Lambeth,very_cheap,room,96.0,13297226.0
12341,Lambeth,expensive,large,85.0,13304798.0
12342,Lambeth,expensive,small,94.0,13305811.0
12348,Lambeth,cheap,room,95.0,13310173.0
12363,Lambeth,cheap,room,82.0,13323394.0
12366,Lambeth,cheap,room,79.0,13325502.0
12368,Lambeth,cheap,room,72.0,13326680.0
12410,Lambeth,expensive,large,100.0,13360512.0
12422,Lambeth,cheap,room,100.0,13374696.0
12431,Lambeth,expensive,small,100.0,13385863.0
12432,Lambeth,very_expensive,large,96.0,13386779.0
12433,Lambeth,very_cheap,room,91.0,13387702.0
12440,Lambeth,very_cheap,room,93.0,13390008.0
12442,Lambeth,very_cheap,room,100.0,13391685.0
12460,Lambeth,very_expensive,small,86.0,13406040.0
12474,Lambeth,very_expensive,large,83.0,13422066.0
12479,Lambeth,expensive,small,86.0,13423548.0
12488,Lambeth,very_expensive,small,88.0,13440420.0
12506,Lambeth,cheap,room,93.0,13446918.0
12510,Lambeth,expensive,small,98.0,13451827.0
12514,Lambeth,very_cheap,room,97.0,13459310.0
12526,Lambeth,average,small,100.0,13472785.0
12541,Lambeth,cheap,room,93.0,13483308.0
12570,Lambeth,very_cheap,room,78.0,13499733.0
12626,Lambeth,average,small,97.0,13537263.0
12679,Lambeth,cheap,room,93.0,13574136.0
12697,Lambeth,cheap,small,98.0,13585668.0
12699,Lambeth,cheap,room,99.0,13586167.0
12728,Lambeth,cheap,room,88.0,13604333.0
12738,Lambeth,cheap,room,88.0,13612734.0
12741,Lambeth,cheap,room,90.0,13615158.0
12742,Lambeth,average,room,100.0,13615218.0
12763,Lambeth,very_cheap,room,73.0,13629023.0
12784,Lambeth,expensive,small,97.0,13645138.0
12803,Lambeth,expensive,large,100.0,13655394.0
12808,Lambeth,very_expensive,large,100.0,13662830.0
12842,Lambeth,expensive,large,100.0,13684452.0
12908,Lambeth,average,large,90.0,13745491.0
12918,Lambeth,very_expensive,small,98.0,13750690.0
12943,Lambeth,cheap,room,84.0,13766921.0
12948,Lambeth,cheap,room,86.0,13770585.0
12972,Lambeth,average,room,97.0,13789350.0
13005,Lambeth,cheap,room,91.0,13807796.0
13021,Lambeth,cheap,room,99.0,13821552.0
13023,Lambeth,very_expensive,large,100.0,13822351.0
13035,Lambeth,expensive,small,100.0,13826736.0
13066,Lambeth,expensive,large,100.0,13842045.0
13072,Lambeth,very_cheap,room,91.0,13843362.0
13091,Lambeth,very_expensive,small,98.0,13863430.0
13096,Lambeth,cheap,room,94.0,13870992.0
13110,Lambeth,cheap,room,95.0,13881201.0
13115,Lambeth,average,small,96.0,13888081.0
13133,Lambeth,cheap,room,90.0,13895241.0
13146,Lambeth,expensive,large,100.0,13906520.0
13161,Lambeth,cheap,room,99.0,13917843.0
13195,Lambeth,average,room,97.0,13938408.0
13207,Lambeth,very_cheap,room,97.0,13948147.0
13211,Lambeth,cheap,small,100.0,13948833.0
13218,Lambeth,very_cheap,room,98.0,13951401.0
13237,Lambeth,very_expensive,room,84.0,13963341.0
13257,Lambeth,very_expensive,small,94.0,13974804.0
13303,Lambeth,average,small,94.0,14010675.0
13317,Lambeth,cheap,room,95.0,14033483.0
13353,Lambeth,cheap,large,91.0,14066953.0
13367,Lambeth,average,room,92.0,14082017.0
13410,Lambeth,very_cheap,room,100.0,14105624.0
13415,Lambeth,very_expensive,large,95.0,14114608.0
13436,Lambeth,very_cheap,room,100.0,14124468.0
13440,Lambeth,expensive,small,96.0,14125317.0
13457,Lambeth,expensive,large,99.0,14140443.0
13479,Lambeth,cheap,room,85.0,14158601.0
13482,Lambeth,average,room,84.0,14160426.0
13508,Lambeth,expensive,small,98.0,14176942.0
13603,Lambeth,very_cheap,room,97.0,14245439.0
13617,Lambeth,very_cheap,room,97.0,14252680.0
13622,Lambeth,very_cheap,room,100.0,14260139.0
13630,Lambeth,expensive,small,84.0,14266055.0
13631,Lambeth,cheap,room,85.0,14267162.0
13633,Lambeth,cheap,room,89.0,14271148.0
13634,Lambeth,average,small,100.0,14271855.0
13647,Lambeth,cheap,room,82.0,14278941.0
13658,Lambeth,average,small,91.0,14289712.0
13661,Lambeth,cheap,room,99.0,14290931.0
13665,Lambeth,very_cheap,room,88.0,14293519.0
13686,Lambeth,cheap,room,95.0,14308662.0
13692,Lambeth,cheap,room,95.0,14309943.0
13710,Lambeth,expensive,small,100.0,14317777.0
13728,Lambeth,cheap,small,99.0,14330727.0
13747,Lambeth,very_cheap,room,98.0,14347224.0
13754,Lambeth,very_expensive,large,100.0,14350787.0
13758,Lambeth,expensive,large,94.0,14353069.0
13760,Lambeth,very_expensive,large,96.0,14353470.0
13779,Lambeth,very_cheap,room,100.0,14365922.0
13850,Lambeth,very_expensive,large,94.0,14426573.0
13852,Lambeth,very_expensive,large,100.0,14434892.0
13876,Lambeth,expensive,large,92.0,14455823.0
13885,Lambeth,very_expensive,large,100.0,14464381.0
13934,Lambeth,cheap,room,87.0,14506943.0
13951,Lambeth,cheap,room,94.0,14521008.0
13956,Lambeth,very_cheap,room,98.0,14527805.0
13961,Lambeth,average,small,100.0,14531165.0
13993,Lambeth,very_cheap,room,96.0,14554770.0
13995,Lambeth,average,room,91.0,14556199.0
14000,Lambeth,cheap,room,87.0,14559826.0
14007,Lambeth,very_expensive,large,95.0,14564665.0
14014,Lambeth,average,large,88.0,14572798.0
14054,Lambeth,very_cheap,room,73.0,14604087.0
14059,Lambeth,expensive,room,90.0,14606433.0
14068,Lambeth,average,room,100.0,14610452.0
14109,Lambeth,cheap,room,99.0,14659521.0
14165,Lambeth,cheap,room,95.0,14689248.0
14169,Lambeth,expensive,small,91.0,14699995.0
14174,Lambeth,expensive,large,88.0,14701916.0
14192,Lambeth,average,small,94.0,14712168.0
14201,Lambeth,expensive,small,100.0,14722101.0
14209,Lambeth,average,room,95.0,14729395.0
14218,Lambeth,cheap,room,100.0,14737323.0
14221,Lambeth,very_expensive,large,94.0,14739369.0
14247,Lambeth,very_expensive,large,100.0,14765803.0
14249,Lambeth,average,room,99.0,14765936.0
14256,Lambeth,cheap,room,96.0,14779432.0
14264,Lambeth,expensive,small,96.0,14783207.0
14283,Lambeth,cheap,room,93.0,14796147.0
14300,Lambeth,cheap,room,99.0,14812944.0
14306,Lambeth,very_expensive,small,88.0,14815089.0
14319,Lambeth,average,room,97.0,14830248.0
14324,Lambeth,very_expensive,large,100.0,14832232.0
14326,Lambeth,expensive,large,98.0,14833425.0
14335,Lambeth,cheap,room,100.0,14838955.0
